X_coordinate,Y_coordinate
0,0
0.640194804019725,0.876619050374426
0.293459605315916,0.349650300623082
0.790025824680382,0.932974923454528
0.888710259789253,0.240910138020854
0.965121032527329,0.8005837320974
0.689974657587424,0.833759355556722
0.240618119036118,0.244629737255703
0.537452220343491,0.126833420768668
0.026710122133552,0.299350215986773
0.681431395710983,0.879890728682001
0.263933325992759,0.476951377451183
0.183703915631578,0.0366502565617561
0.885413660998305,0.151319313774293
0.606787313591764,0.0704955805501958
0.881702001442883,0.224646436001567
0.946651691478011,0.893386540033775
0.398956407419677,0.0858540187293063
0.278384357717436,0.495453316849269
0.409600477175483,0.681646398236525
0.39489794019417,0.341486060608845
0.937493006429958,0.0576570086742306
0.0617477844250881,0.655913731325596
0.808996942993297,0.567543339430341
0.137350073322644,0.385554543084332
0.789675715051621,0.686783457615024
0.233980998840295,0.785704248782201
0.49683600782397,0.865672156820476
0.353120741893158,0.0669232928765864
0.0345665863541814,0.488586934598538
0.816831983236648,0.344727745825217
0.154707983297505,0.915594413092851
0.148409743692726,0.620446245691325
0.319365462502196,0.925123176270016
0.409607745550246,0.69756475502234
0.133812712478828,0.075590248671637
0.973064039527861,0.703357446228376
0.679215178854816,0.498012978450687
0.157466018502069,0.280533399176806
0.63944283437974,0.124867164918658
0.455488821702006,0.968680708998975
0.262883904281495,0.0724919579339306
0.882213716080992,0.881749264060295
0.996774146634219,0.810544823236958
0.921809533638626,0.467596689707618
0.586913623359149,0.373351443905271
0.575594413811734,0.0112663899498562
0.949165927972991,0.461077786630659
0.553660818447538,0.108337231917992
0.730863001681993,0.125701626554445
0.909147638607081,0.722170002305135
0.120837566354739,0.385628820545984
0.608705498508693,0.673590356104698
0.707561968123218,0.626964186078693
0.150075071297025,0.658530079391558
0.48770178337175,0.858007351369854
0.378962488549323,0.704063906567168
0.09483426773521,0.631228557700665
0.889149825400938,0.552414455765174
0.943299389265874,0.844139195455669
0.594250046152661,0.892769237159959
0.898933075469241,0.303082505844342
0.284557049240202,0.869699067343891
0.821193982921143,0.273635151114528
0.791526315374967,0.502751230595234
0.534974676326968,0.65525391733868
0.10465496990375,0.813201692739743
0.540849309396758,0.578877609863476
0.765636714673522,0.720403995832682
0.755943008175022,0.322877916247552
0.712997690074996,0.431705030687203
0.380926045945998,0.429145887052253
0.592953410853814,0.787176812004126
0.339378163521598,0.746929152569143
0.280562386736274,0.154724042285162
0.752099172276928,0.0726528087208599
